key-for-ranking,PCTFLOAN,PCIP16,PPTUG_EF,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,SATMTMID,SATVRMID,SATWRMID,UGDS,DEBT_EARNINGS_RATIO
17501406,,,,,,,,,,,,66
142090,0.4533,0.0,0.09699999999999999,0.8881,0.0149,0.0373,0.0075,485.0,545.0,490.0,134.0,85
428170,0.5557,0.0,0.4661,0.1146,0.3594,0.4818,0.0104,,,,384.0,55
407179,0.5045,0.0,0.3465,0.4653,0.198,0.1782,0.0297,,,,101.0,71
451909,0.7140000000000001,0.0,0.0,0.0662,0.7593,0.1115,0.0113,,,,619.0,51
203146,0.3371,0.0,0.0,0.9132,0.0114,0.0228,0.0,,,,438.0,13
218238,0.7468,0.0,0.2303,0.442,0.4638,0.0332,0.0046,520.0,500.0,,2801.0,82
191126,0.3462,0.0,0.0995,0.4629,0.0885,0.1791,0.1,,,,8168.0,45
130934,0.6964,0.0029,0.0558,0.0983,0.7522,0.0655,0.006,450.0,445.0,425.0,3692.0,101
183910,0.6157,0.0096,0.1146,0.3768,0.1397,0.1691,0.0343,495.0,465.0,475.0,1632.0,82
204714,0.8297,0.0,0.0,0.8276,0.0776,0.0259,0.0,,,,116.0,62
481863,0.5833,0.0,0.0,0.7647,0.1503,0.0523,0.0,,,,153.0,37
207670,0.2422,0.003,0.5459,0.5302,0.1654,0.0672,0.026000000000000002,,,,6162.0,29
147004,0.052000000000000005,0.0,0.5601,0.7151,0.0163,0.165,0.0174,,,,4419.0,19
133650,0.6745,0.0,0.1033,0.0349,0.898,0.0216,0.0054,485.0,505.0,455.0,7365.0,104
133669,0.3789,0.0064,0.3512,0.4191,0.1993,0.2665,0.0404,520.0,525.0,510.0,24221.0,46
225991,0.8333,0.0,0.0,0.2906,0.3333,0.1795,0.0342,,,,117.0,84
443270,0.5105,0.0,0.25,0.45,0.45,0.1,0.0,,,,20.0,61
210890,0.8793,0.0,0.0,0.7746,0.0694,0.0925,0.0173,,,,173.0,43
204176,0.5958,0.0,0.3143,0.8596,0.0778,0.013999999999999999,0.013000000000000001,,,,926.0,41
381255,0.3422,0.0,0.1069,0.0076,0.0229,0.9695,0.0,,,,131.0,32
405872,0.1098,0.0,0.6082,0.8438,0.0412,0.0422,0.0208,,,,2938.0,40
15098713,,,,,,,,,,,,40
225201,0.618,0.0,0.0,0.2767,0.1294,0.4781,0.0191,,,,889.0,68
176390,0.5082,0.0,0.0,0.0867,0.88,0.0133,0.02,,,,150.0,36
192554,,,,,,,,,,,,74
140678,0.2702,0.0,0.6233,0.815,0.0825,0.0523,0.0117,,,,2389.0,53
480107,0.8095,0.0,0.284,0.1401,0.7977,0.0,0.0,,,,257.0,85
236513,0.0723,0.0,0.3849,0.3481,0.1095,0.0856,0.1268,,,,3398.0,39
124681,0.5826,0.0,0.0,0.0033,0.0635,0.9114,0.0017,,,,598.0,49
217633,0.7152,0.002,0.0979,0.8316,0.0738,0.0338,0.0051,510.0,528.0,530.0,2749.0,90
107071,0.5821,0.0079,0.0846,0.6604,0.2346,0.043,0.0075,585.0,439.0,,3048.0,74
260910,0.7083,0.0,0.5061,0.7959,0.098,0.0449,0.0041,,,,245.0,114
233611,0.5861,0.0105,0.0295,0.7394,0.0372,0.0218,0.0103,509.0,525.0,500.0,779.0,89
204459,0.9455,0.0,0.0,0.15,0.79,0.02,0.0,,,,100.0,25
404365,0.8301,0.0,0.0,0.8635,0.048,0.0221,0.0037,,,,271.0,109
180832,0.6832,0.0,0.4611,0.753,0.0389,0.0599,0.0389,,,,668.0,51
37728101,,,,,,,,,,,,32
154448,0.5187,0.0,0.0,0.8065,0.0452,0.0839,0.0065,,,,155.0,39
404912,0.6494,0.0,0.0,0.5114,0.0361,0.3655,0.0268,,,,747.0,33
460659,0.57,0.0,0.0,0.1207,0.0345,0.7241,0.0862,,,,58.0,48
21130702,,,,,,,,,,,,36
480480,0.8095,0.0,0.75,0.5,0.25,0.0,0.0,,,,8.0,137
211361,0.7322,0.0153,0.1517,0.7687,0.1266,0.0293,0.0092,455.0,465.0,440.0,5426.0,75
483319,0.9279,0.0,0.1708,0.1851,0.1673,0.5907,0.0,,,,281.0,85
451228,0.8021,0.0,0.0,0.8416,0.095,0.0271,0.0136,,,,221.0,28
203517,0.6013,0.0051,0.1691,0.7481,0.08900000000000001,0.0333,0.0153,530.0,525.0,510.0,22907.0,81
225070,0.1771,0.0,0.6122,0.6247,0.0815,0.1341,0.0114,,,,3520.0,29
198756,0.8393,0.0037,0.0302,0.006,0.8384,0.0431,0.0023,408.0,420.0,,1324.0,132
451875,0.7536,0.0,0.6489,0.3085,0.4043,0.1596,0.0532,,,,94.0,107
146612,0.6597,0.0,0.1561,0.6212,0.0573,0.1915,0.0424,565.0,530.0,480.0,4433.0,59
167312,0.2291,0.0,0.6309,0.5741,0.0918,0.2508,0.0465,,,,5705.0,33
481845,0.5616,0.0,0.303,0.4545,0.3131,0.1212,0.0101,,,,99.0,61
12268507,,,,,,,,,,,,49
173179,,,,,,,,,,,,57
165255,0.6409,0.0,0.5414,0.7901,0.0055,0.1271,0.0552,,,,181.0,18
219125,0.5736,0.0,0.0,0.7013,0.013000000000000001,0.026000000000000002,0.013000000000000001,,,,77.0,45
128391,0.4905,0.0058,0.0438,0.7262,0.0307,0.1092,0.0065,495.0,510.0,,1987.0,73
183150,0.3946,0.0,0.6478,0.8301,0.0147,0.0289,0.0342,,,,1695.0,49
123679,0.6896,0.0,0.0,0.0841,0.0329,0.2267,0.1133,,,,547.0,30
217873,0.8525,0.0,0.0163,0.0147,0.9076,0.0194,0.0095,440.0,450.0,,1904.0,130
114433,0.1206,0.0,0.6638,0.4827,0.138,0.2286,0.0418,,,,1413.0,43
452036,0.7759,0.0,0.0,0.303,0.1591,0.0227,0.053,,,,132.0,92
450544,0.5181,0.0,0.6391,0.3254,0.3254,0.2663,0.0533,,,,169.0,101
458830,0.703,0.0,0.2339,0.2419,0.6694,0.0403,0.0,,,,124.0,73
126951,0.677,0.0,0.0,0.4114,0.0465,0.2846,0.0126,,,,1033.0,41
200059,0.4397,0.0,0.21600000000000005,0.7554,0.0477,0.0642,0.0069,535.0,490.0,,1153.0,46
105668,0.1237,0.0019,0.8274,0.5295,0.1081,0.2301,0.0246,,,,6514.0,24
150400,0.4227,0.0222,0.0037,0.6889,0.0558,0.054000000000000006,0.0329,595.0,565.0,570.0,2186.0,65
156222,,,,,,,,,,,,12
217484,0.7015,0.0264,0.0991,0.7207,0.0509,0.0962,0.033,540.0,530.0,520.0,13788.0,58
240471,0.5993,0.0094,0.1077,0.8843,0.0161,0.0287,0.0233,,,,5357.0,61
440758,0.8085,0.0,0.8457,0.3704,0.0679,0.3457,0.0062,,,,162.0,107
406149,0.8354,0.0,0.0,0.8137,0.0196,0.0588,0.0,,,,102.0,43
218025,0.3206,0.0,0.5114,0.40399999999999997,0.4629,0.021,0.0079,,,,4705.0,58
150853,0.5741,0.0,0.1466,0.8276,0.1121,0.0086,0.0,,,,116.0,77
105367,0.6057,0.0,0.9932,0.6348,0.1092,0.0,0.0137,,,,293.0,58
205054,0.9481,0.0,0.0,0.6448,0.2552,0.0483,0.0241,,,,290.0,55
480073,0.6279,0.0,0.272,0.3653,0.2027,0.35200000000000004,0.0347,,,,375.0,93
450289,0.8785,0.0,0.5742,0.418,0.3984,0.0391,0.0,,,,256.0,85
228796,0.4197,0.012,0.3462,0.0616,0.0247,0.836,0.0085,470.0,455.0,,20376.0,56
228769,0.4268,0.0154,0.488,0.384,0.1458,0.2625,0.1124,550.0,520.0,500.0,32545.0,43
206525,0.8113,0.0217,0.0264,0.7703,0.094,0.0354,0.0116,,,,1894.0,74
216357,0.8240000000000001,0.0,0.0059,0.7544,0.1375,0.0212,0.0235,465.0,460.0,,851.0,88
449445,0.7402,0.0,0.0,0.20199999999999999,0.0303,0.6768,0.0909,,,,99.0,34
440730,0.8220000000000001,0.0,0.0,0.7952,0.1344,0.0308,0.0066,,,,454.0,24
460534,0.7302,0.0,0.0,0.0503,0.0377,0.8836,0.0,,,,318.0,60
203368,0.6225,0.0091,0.0182,0.8451,0.0442,0.0358,0.0229,555.0,540.0,535.0,2964.0,70
127820,0.2435,0.0131,0.5861,0.6048,0.0804,0.1646,0.0262,,,,10796.0,35
126614,0.2984,0.0213,0.0615,0.6859999999999999,0.0163,0.11199999999999999,0.055,610.0,580.0,,27376.0,50
11854101,,,,,,,,,,,,90
372028,0.6927,0.0,0.0,0.1304,0.0248,0.1863,0.0186,,,,161.0,41
106467,0.4402,0.0012,0.1997,0.7569,0.0909,0.0623,0.0117,,,,8463.0,62
231086,0.7516,0.0,0.0196,0.5028,0.1089,0.0726,0.013999999999999999,440.0,440.0,425.0,358.0,83
483504,0.8466,0.0,0.0,0.1566,0.741,0.0361,0.003,,,,332.0,66
195933,0.6592,0.0,0.4185,0.4266,0.2147,0.2989,0.0299,,,,368.0,37
174507,0.5951,0.0,0.6264,0.3956,0.011000000000000001,0.0,0.0549,,,,91.0,23
243832,0.3991,0.0,0.3796,0.0,0.0,1.0,0.0,,,,1565.0,65
232414,0.1891,0.0111,0.6993,0.4604,0.3563,0.0631,0.0543,,,,8395.0,49
476294,0.6581,0.0,0.4295,0.6644,0.0201,0.255,0.0,,,,149.0,49
45891902,,,,,,,,,,,,103
179557,0.4557,0.0,0.1448,0.7813,0.1021,0.0203,0.0122,521.0,487.0,,9028.0,75
418454,0.7449,0.0,0.1611,0.8322,0.1611,0.0,0.0067,,,,149.0,25
186335,0.6613,0.0,0.2813,0.2813,0.2188,0.1875,0.0313,,,,32.0,37
13508113,,,,,,,,,,,,92
439738,0.6785,0.0,0.0,0.1926,0.7819,0.0113,0.0057,,,,353.0,54
420006,0.6273,0.0,0.2687,0.4328,0.3582,0.0896,0.0149,,,,67.0,115
189413,0.09300000000000001,0.0,0.0,0.0111,0.1746,0.7864,0.0,,,,899.0,23
209108,0.7763,0.0,0.6371,0.7097,0.0323,0.078,0.0323,,,,372.0,76
195474,0.6763,0.0212,0.0267,0.7939,0.0369,0.0763,0.0433,,,,3144.0,58
143215,0.2035,0.0081,0.5209,0.6514,0.1986,0.0477,0.0081,,,,8056.0,30
212276,0.8212,0.0,0.43,0.5,0.15,0.31,0.01,,,,100.0,73
224642,0.040999999999999995,0.0091,0.6955,0.0769,0.0223,0.8553,0.0063,,,,27406.0,25
131450,0.4362,0.1093,0.027000000000000003,0.5297,0.1556,0.0998,0.0369,440.0,445.0,,1112.0,68
129923,0.7555,0.0,0.3612,0.3939,0.1898,0.298,0.0041,,,,490.0,44
229957,0.6829,0.0,0.0,0.4762,0.0,0.381,0.0,,,,21.0,50
455761,0.8253,0.0,0.2948,0.268,0.0887,0.3361,0.0557,,,,485.0,39
110565,0.3006,0.0071,0.1886,0.2041,0.0199,0.4186,0.2134,520.0,500.0,,34416.0,42
369516,0.8235,0.0,0.0,0.6986,0.23399999999999999,0.0213,0.0142,,,,282.0,117
15178601,,,,,,,,,,,,70
214892,0.8059999999999999,0.0,0.0,0.9016,0.063,0.0,0.0,,,,254.0,55
244561,0.9104,0.0,0.2949,0.0645,0.3502,0.2488,0.0092,,,,217.0,35
237109,0.2035,0.0054,0.2506,0.4084,0.0121,0.4734,0.0121,,,,2478.0,42
205887,0.9215,0.0,0.5427,0.6616,0.2043,0.0793,0.0046,,,,656.0,90
201016,0.8367,0.0,0.0,0.2564,0.7179,0.0,0.0,,,,78.0,96
152637,0.1988,0.005,0.3784,0.7156,0.1019,0.0849,0.0079,,,,7563.0,47
174154,0.8576,0.0,0.4645,0.5903,0.0839,0.0161,0.1129,,,,310.0,83
407425,0.3824,0.0,0.4488,0.6772,0.1181,0.1811,0.0236,,,,127.0,31
145424,0.5361,0.0,0.7531,0.6914,0.1358,0.1111,0.0123,,,,81.0,44
206941,0.3896,0.0053,0.2797,0.568,0.0888,0.0971,0.0334,,,,14531.0,59
212568,0.9231,0.0,0.0,0.7131,0.1392,0.0464,0.0591,,,,237.0,42
45897308,,,,,,,,,,,,103
447148,0.6953,0.0,0.2626,0.2677,0.1667,0.4596,0.0,,,,198.0,71
164173,0.6103,0.0,0.1446,0.5624,0.2713,0.0533,0.0321,510.0,510.0,500.0,3583.0,63
132709,0.1777,0.0,0.6908,0.1741,0.3402,0.3543,0.0289,,,,38674.0,13
217013,0.563,0.0154,0.2519,0.6843,0.0544,0.0467,0.0124,470.0,450.0,450.0,643.0,88
24893414,,,,,,,,,,,,69
443571,0.6833,0.0,0.0,0.0952,0.0317,0.8095,0.0,,,,63.0,47
178059,0.6161,0.0,0.2576,0.7251,0.0847,0.0373,0.027000000000000003,530.0,495.0,,2892.0,58
245430,0.725,0.0,0.1552,0.569,0.431,0.0,0.0,,,,58.0,62
204015,0.4614,0.0,0.2569,0.7562,0.0525,0.0221,0.0117,,,,1448.0,64
215655,0.6008,0.0,0.0986,0.7271,0.0638,0.0233,0.011000000000000001,525.0,515.0,500.0,4371.0,70
224271,0.9034,0.0,0.0,0.3895,0.3474,0.2316,0.0316,,,,95.0,36
198950,0.6492,0.0027,0.0218,0.7109,0.0836,0.0594,0.0297,510.0,512.0,,1650.0,77
146472,0.0377,0.0,0.635,0.4269,0.0689,0.3704,0.0472,,,,10434.0,20
22828201,,,,,,,,,,,,31
431099,0.6581,0.0,0.2045,0.3864,0.1591,0.3409,0.0227,,,,44.0,41
127741,0.5171,0.0116,0.0941,0.5847,0.0391,0.1945,0.0199,515.0,524.0,,9098.0,62
107460,0.1737,0.0,0.3398,0.8835,0.0071,0.0634,0.0032,,,,1545.0,30
449490,0.9568,0.0,0.0,0.3616,0.1299,0.1356,0.0113,,,,177.0,35
217402,0.5472,0.0037,0.0446,0.7659999999999999,0.0411,0.0941,0.0104,575.0,560.0,,3944.0,55
148627,0.7288,0.0015,0.1133,0.42200000000000004,0.1273,0.3531,0.0314,478.0,473.0,500.0,2931.0,64
172699,0.6359,0.0096,0.166,0.7114,0.1257,0.0562,0.018000000000000002,500.0,508.0,,17984.0,82
171571,0.5217,0.0138,0.2043,0.7493,0.0759,0.0338,0.0465,540.0,418.0,,16233.0,69
202073,0.41,0.0,0.0,0.2146,0.0086,0.0043,0.0429,,,,233.0,117
179052,0.65,0.0,0.0,0.9407,0.0085,0.0085,0.0,,,,118.0,31
181604,0.7509999999999999,0.0452,0.0363,0.7218,0.0806,0.1304,0.0242,,,,744.0,70
189477,0.5559,0.0,0.6012,0.0298,0.3214,0.619,0.0238,,,,168.0,29
16947907,,,,,,,,,,,,86
126775,0.4154,0.0,0.0449,0.7447,0.0103,0.0732,0.0478,690.0,645.0,605.0,4564.0,36
207388,0.41100000000000003,0.0037,0.1199,0.685,0.0483,0.07,0.0174,550.0,535.0,,20827.0,54
152044,0.3793,0.0,0.8621,0.4828,0.4483,0.0,0.0,,,,29.0,104
45316304,,,,,,,,,,,,103
450191,0.8051,0.0,0.3942,0.281,0.562,0.0292,0.0146,,,,274.0,85
170541,0.2689,0.009000000000000001,0.6378,0.7199,0.1409,0.0518,0.0157,,,,7148.0,43
24893408,,,,,,,,,,,,69
476230,0.6065,0.0,0.0,0.8919,0.1081,0.0,0.0,,,,74.0,44
201548,0.8394,0.0017,0.0577,0.7481,0.0985,0.0415,0.0115,540.0,525.0,530.0,2600.0,77
154934,0.313,0.0,0.3274,0.7358,0.0518,0.0923,0.0126,,,,791.0,32
129482,0.6802,0.0,0.0,0.1518,0.2386,0.4795,0.0145,,,,415.0,38
399869,0.7568,0.0,0.0,0.2172,0.0543,0.5166,0.1384,,,,571.0,35
157739,0.2645,0.0,0.239,0.9324,0.0249,0.0089,0.0038,,,,2130.0,45
196006,0.7194,0.0,0.0719,0.7311,0.125,0.0832,0.0127,480.0,465.0,,3712.0,46
455053,0.6765,0.0,0.2051,0.1795,0.4359,0.2051,0.1538,,,,39.0,108
142285,0.4722,0.0095,0.063,0.7485,0.0147,0.1028,0.0138,520.0,530.0,500.0,7735.0,77
211927,0.2815,0.0,0.6899,0.5465,0.3062,0.0339,0.0443,,,,11457.0,38
139968,0.5566,0.0,0.3201,0.5233,0.3953,0.0333,0.0067,425.0,435.0,,3577.0,74
210669,0.6618,0.0044,0.0101,0.7251,0.0738,0.0801,0.0249,,,,1884.0,84
196033,0.6779999999999999,0.0,0.0458,0.7028,0.122,0.1101,0.0128,500.0,505.0,,2271.0,63
480833,0.6903,0.0,0.0,0.3788,0.11599999999999999,0.4078,0.0392,,,,586.0,37
221795,0.835,0.0,0.0,0.9633,0.0,0.0092,0.0,,,,109.0,67
375106,0.526,0.0,0.098,0.598,0.3039,0.0294,0.049,,,,102.0,20
362782,0.3607,0.0,0.3251,0.5556,0.0494,0.177,0.0864,,,,243.0,29
13830902,,,,,,,,,,,,66
448840,0.4627,0.0032,0.3213,0.6434,0.08,0.1646,0.0375,555.0,590.0,530.0,4027.0,51
192688,0.8518,0.0,0.2824,0.0571,0.4552,0.4228,0.0417,,,,648.0,66
126562,0.3254,0.0037,0.2457,0.4948,0.0507,0.2009,0.1002,540.0,535.0,,11228.0,49
213668,0.765,0.0323,0.0048,0.6659,0.102,0.0892,0.0096,520.0,510.0,490.0,1245.0,79
237358,0.6683,0.0,0.0166,0.6212,0.0536,0.0204,0.0038,485.0,475.0,,784.0,84
228282,0.7297,0.0,0.0,0.2941,0.2353,0.4706,0.0,,,,68.0,31
150428,0.493,0.0,0.475,0.625,0.2,0.15,0.0,,,,40.0,57
134237,0.5878,0.0,0.0,0.413,0.2311,0.1641,0.0206,,,,17504.0,99
106041,0.6082,0.0,0.0,0.4362,0.0269,0.3033,0.0274,,,,1896.0,50
441089,0.6848,0.0,0.0,0.7662,0.0835,0.0459,0.0021,,,,479.0,26
196413,0.5101,0.006,0.0307,0.5634,0.0782,0.1009,0.0736,610.0,580.0,585.0,14777.0,59
407470,0.7028,0.0,0.2744,0.1402,0.7195,0.0061,0.0122,,,,164.0,65
447263,0.8975,0.0,0.0,0.7925,0.0257,0.0731,0.0178,,,,506.0,50
228608,0.3469,0.0,0.6826,0.519,0.154,0.2787,0.0182,,,,4780.0,53
214731,0.6115,0.0,0.1059,0.6028,0.1589,0.0584,0.1238,495.0,475.0,460.0,1284.0,65
183239,0.7286,0.0115,0.0219,0.8805,0.0167,0.0329,0.0094,570.0,565.0,,1916.0,55
156790,0.1841,0.0,0.3197,0.9656,0.0124,0.0059,0.0021,,,,1861.0,47
196103,0.5567,0.0,0.02,0.8013,0.0149,0.0533,0.0355,590.0,575.0,,1746.0,58
214740,0.6794,0.0,0.0975,0.935,0.0172,0.021,0.0057,515.0,485.0,440.0,523.0,65
222831,0.3635,0.0092,0.1102,0.5066,0.0873,0.3358,0.008,485.0,480.0,455.0,5592.0,62
115001,0.0235,0.0069,0.5137,0.4663,0.0227,0.3249,0.085,,,,13770.0,36
230940,0.6984,0.0426,0.0105,0.7842,0.0316,0.0316,0.0158,,,,190.0,113
382267,0.41100000000000003,0.0,0.0825,0.3918,0.134,0.3711,0.0309,,,,97.0,38
161004,0.1946,0.0456,0.0006,0.6437,0.0611,0.1067,0.0611,,,,1799.0,42
189848,0.8340000000000001,0.0,0.1342,0.669,0.0807,0.0595,0.0071,477.0,490.0,,991.0,90
467793,0.7692,0.0,0.375,0.6875,0.0625,0.1875,0.0313,,,,32.0,43
110422,0.3293,0.0014,0.0352,0.5648,0.0072,0.1608,0.1259,645.0,610.0,,20367.0,36
382771,0.7316,0.0,0.2067,0.5889,0.3005,0.0288,0.012,,,,416.0,136
10704401,,,,,,,,,,,,81
460482,0.8065,0.0,0.0,0.4717,0.3459,0.1132,0.0,,,,159.0,66
460899,0.8474,0.0,0.0,0.6028,0.0177,0.2092,0.0071,,,,282.0,112
240453,0.6065,0.0095,0.1321,0.6666,0.0801,0.1012,0.0671,,,,20018.0,67
417442,0.7153,0.0,0.0,0.6897,0.2759,0.0,0.0,,,,58.0,35
458982,0.7053,0.0,0.3725,0.2802,0.1538,0.5088,0.0088,,,,910.0,117
190150,0.2274,0.0392,0.0704,0.3724,0.0742,0.1312,0.1769,755.0,745.0,740.0,8124.0,32
237136,0.2313,0.0,0.025,0.95,0.0125,0.0125,0.0063,404.0,518.0,495.0,160.0,58
238333,0.5838,0.0569,0.0038,0.6152,0.0525,0.092,0.035,618.0,600.0,,1315.0,84
173735,0.4606,0.0,0.34700000000000003,0.8337,0.0574,0.0306,0.0048,,,,1046.0,36
446996,0.925,0.0,0.4154,0.6462,0.1846,0.1692,0.0,,,,65.0,71
223922,0.2252,0.0,0.6464,0.5948,0.0635,0.2176,0.0063,,,,1434.0,36
436632,0.9329999999999999,0.0,0.4863,0.1967,0.7322,0.0546,0.0109,,,,183.0,72
460844,0.8782,0.0,0.3993,0.066,0.8472,0.0313,0.0035,,,,288.0,85
482963,0.6793,0.0,0.0,0.2228,0.0752,0.0752,0.0,,,,359.0,38
378576,0.6667,0.0,0.4539,0.3617,0.0284,0.2766,0.0567,,,,141.0,62
174376,0.384,0.0083,0.6878,0.4408,0.2477,0.0777,0.1436,,,,5494.0,44
138132,0.5234,0.0,0.2051,0.7692,0.1282,0.0897,0.0128,,,,78.0,57
102553,0.2304,0.0095,0.4456,0.5627,0.0377,0.0852,0.0843,,,,11833.0,50
135717,0.0765,0.0,0.593,0.0579,0.1441,0.6935,0.0088,,,,50604.0,34
229832,0.0537,0.0,0.4465,0.4209,0.1186,0.3802,0.0058,,,,860.0,24
419253,0.8039,0.0,0.0,0.3846,0.3846,0.2308,0.0,,,,39.0,31
115409,0.3939,0.0,0.0,0.3559,0.0302,0.158,0.193,770.0,730.0,720.0,829.0,32
169910,0.6044,0.0,0.27,0.7914,0.0737,0.0469,0.0146,530.0,515.0,455.0,12006.0,64
454236,0.8388,0.0,0.5153,0.6992,0.1685,0.046,0.0404,,,,718.0,34
230861,0.2171,0.0,0.7772,0.8186,0.0248,0.0301,0.0129,,,,3555.0,35
436650,0.6863,0.0,0.0,0.5268,0.4195,0.0293,0.0049,,,,205.0,29
174075,0.3773,0.0,0.3723,0.7705,0.0626,0.0368,0.0258,510.0,440.0,455.0,1821.0,55
117627,0.6324,0.0168,0.0701,0.13699999999999998,0.0564,0.4773,0.1575,455.0,450.0,465.0,1898.0,90
221759,0.4365,0.0126,0.0575,0.7862,0.0666,0.0368,0.0345,575.0,570.0,,21984.0,56
183938,0.1528,0.0034,0.479,0.4943,0.2162,0.1647,0.0603,,,,9765.0,37
186034,0.0569,0.0039,0.5967,0.17,0.1493,0.5474,0.0571,,,,7577.0,25
446589,0.7055,0.0,0.1373,0.0,0.0245,0.9755,0.0,,,,204.0,66
149781,0.4994,0.0362,0.0132,0.7496,0.0271,0.0551,0.0925,635.0,650.0,645.0,2432.0,62
191728,0.5525,0.0,0.316,0.47700000000000004,0.2,0.243,0.017,,,,1000.0,40
213783,0.7643,0.0019,0.0638,0.8138,0.098,0.0346,0.0078,480.0,480.0,450.0,2052.0,87
198154,0.1779,0.0049,0.515,0.7315,0.1222,0.078,0.0105,,,,7744.0,42
122658,0.0416,0.0136,0.5793,0.2167,0.085,0.4592,0.1684,,,,15097.0,27
15468801,,,,,,,,,,,,56
180197,0.1958,0.0,0.3788,0.8381,0.006999999999999999,0.0134,0.0173,,,,1563.0,36
232450,0.1169,0.0,0.6246,0.5443,0.27399999999999997,0.0906,0.0312,,,,5938.0,31
485139,0.5784,0.0,0.0,0.1714,0.5333,0.1857,0.0095,,,,210.0,63
130590,0.1075,0.0416,0.0418,0.6535,0.0611,0.0755,0.0396,,,,2225.0,44
225371,0.1809,0.0,0.5539,0.6442,0.0699,0.2225,0.0055,,,,2746.0,37
441502,0.9985,0.0,0.0,0.4818,0.4609,0.0234,0.0078,,,,384.0,58
367981,0.4626,0.0,0.6575,0.4521,0.2055,0.3014,0.0137,,,,73.0,38
482565,0.7695,0.0,0.5222,0.2906,0.5074,0.0985,0.0148,,,,203.0,110
234155,0.8366,0.0,0.032,0.0161,0.6082,0.013999999999999999,0.0051,405.0,410.0,410.0,4155.0,109
444343,0.626,0.0,0.0,0.01,0.28,0.53,0.14,,,,100.0,59
188049,0.2329,0.0,0.5354,0.2546,0.0122,0.6374,0.0074,,,,1481.0,68
466523,0.6299,0.0,0.2901,0.2824,0.1908,0.4427,0.0,,,,131.0,38
212577,0.4349,0.0356,0.0036,0.5713,0.0552,0.0861,0.0543,,,,2230.0,48
227836,0.667,0.0,0.0,0.0075,0.0,0.9849,0.0,,,,265.0,45
438151,0.7686,0.0,0.0,0.4834,0.1023,0.1176,0.009000000000000001,,,,782.0,112
445230,0.7086,0.0,0.0,0.2967,0.0901,0.40399999999999997,0.1298,,,,755.0,33
484695,0.4917,0.0,0.0,0.0433,0.2455,0.0108,0.0072,,,,277.0,113
419712,0.4142,0.0,0.0,0.0,0.0,1.0,0.0,,,,189.0,18
166869,0.7806,0.0,0.0,0.7283,0.0694,0.0578,0.0925,,,,173.0,37
235699,0.1549,0.0,0.3712,0.6351,0.0329,0.0803,0.0837,,,,1732.0,44
475477,0.8315,0.0,0.2468,0.2043,0.3745,0.3872,0.0043,,,,235.0,121
236656,0.08,0.0,0.3566,0.61,0.0285,0.1172,0.0548,,,,3651.0,36
449038,0.7259,0.0,0.7862,0.2038,0.4629,0.2468,0.0159,,,,1698.0,103
122852,0.6807,0.0,0.0,0.1731,0.0096,0.75,0.0385,,,,104.0,78
440891,0.8727,0.0,0.0,0.6528,0.1875,0.0972,0.0,,,,144.0,109
482343,0.7623,0.0,0.9293,0.7475,0.1313,0.0303,0.0,,,,99.0,107
215585,0.3826,0.0,0.7284,0.4481,0.1156,0.3768,0.0187,,,,3479.0,41
480657,0.8435,0.0,0.4903,0.6613,0.1677,0.0,0.0097,,,,310.0,66
173559,0.4134,0.0083,0.4541,0.7669,0.0955,0.0472,0.0239,,,,4303.0,34
140872,0.6783,0.0,0.0777,0.6267,0.2247,0.0701,0.009000000000000001,485.0,475.0,465.0,1326.0,75
200341,0.1609,0.0,0.1771,0.6897,0.0426,0.0905,0.0027,,,,751.0,24
139658,0.3131,0.015,0.0116,0.4192,0.0856,0.0862,0.1848,715.0,680.0,685.0,6717.0,33
228316,0.0706,0.0,0.5555,0.0963,0.0176,0.8603,0.0014,,,,4216.0,21
213659,0.31,0.0,0.5027,0.6779,0.0478,0.1341,0.015,,,,5063.0,38
218645,0.59,0.0,0.0974,0.5801,0.2681,0.0429,0.0102,480.0,485.0,,3122.0,84
44977302,,,,,,,,,,,,33
418533,0.8194,0.0,0.4573,0.5829,0.1635,0.1517,0.0427,,,,422.0,42
375939,0.7519,0.0,0.0,0.9336,0.031,0.0,0.0044,,,,226.0,55
236708,0.2284,0.0158,0.2849,0.6876,0.0334,0.0819,0.026000000000000002,,,,5262.0,44
18017901,,,,,,,,,,,,59
213987,0.659,0.0017,0.0252,0.5824,0.0519,0.043,0.0126,,,,2464.0,82
174756,0.4671,0.0,0.4747,0.7708,0.1205,0.0481,0.0161,,,,3975.0,35
436304,0.2239,0.0,0.4637,0.5653,0.3556,0.0385,0.0029,,,,1378.0,44
106980,0.3364,0.0,0.3709,0.7606,0.1186,0.0666,0.0198,,,,2176.0,46
190442,0.353,0.0,0.2965,0.8281,0.0632,0.0357,0.0099,,,,2327.0,49
175810,0.184,0.0008,0.2327,0.4685,0.4838,0.0137,0.0067,,,,4950.0,24
210951,0.5829,0.0,0.0,0.9417,0.0583,0.0,0.0,,,,120.0,42
165167,0.4136,0.0,0.7138,0.1988,0.3389,0.29100000000000004,0.0263,,,,835.0,56
218441,0.4615,0.0072,0.1076,0.7909,0.0853,0.0287,0.0065,585.0,525.0,555.0,2157.0,80
227429,0.5896,0.0,0.0609,0.0117,0.7377,0.2201,0.0,415.0,395.0,373.0,427.0,130
